 product_name,product_category_tree,brand,discounted_price,description
"Digilight 400 inch Red, Green, Blue Rice Lights","[""Home Decor & Festive Needs >> Decorative Lighting & Lamps >> Series Lights >> Digilight Series Lights""]",Digilight,269,"Digilight 400 inch Red, Green, Blue Rice Lights (Pack of 3)
                         Price: Rs. 269
				
			This Diwali, adorn your home like never before with these gorgeous lighting solutions from the house of Digilight. Available in a varied array of colours and types to suit your taste, these are made from durable PVC material and beautify your abode. Order these online today and get ready for the compliments to flow in.
This Diwali, adorn your home like never before with these gorgeous lighting solutions from the house of Digilight. Available in a varied array of colours and types to suit your taste, these are made from durable PVC material and beautify your abode. Order these online today and get ready for the compliments to flow in."
"Digilight 590 inch Green, Blue, Yellow Rice Lights","[""Home Decor & Festive Needs >> Decorative Lighting & Lamps >> Series Lights >> Digilight Series Lights""]",Digilight,539,"Digilight 590 inch Green, Blue, Yellow Rice Lights (Pack of 3)
                         Price: Rs. 539
				
			This Diwali, adorn your home like never before with these gorgeous lighting solutions from the house of Digilight. Available in a varied array of colours and types to suit your taste, these are made from durable PVC material and beautify your abode. Order these online today and get ready for the compliments to flow in.
This Diwali, adorn your home like never before with these gorgeous lighting solutions from the house of Digilight. Available in a varied array of colours and types to suit your taste, these are made from durable PVC material and beautify your abode. Order these online today and get ready for the compliments to flow in."
Anamis Antique Look Ganesh Patta Showpiece  -  12 cm,"[""Home Decor & Festive Needs >> Table Decor & Handicrafts >> Showpieces >> Anamis Showpieces""]",Anamis,594,"Anamis Antique Look Ganesh Patta Showpiece  -  12 cm (Aluminium, Grey)
                         Price: Rs. 594
				
			This auspicious showpiece is made of metal to give you a royal antique look. This is an idol gift for your friend as well as relatives. Ever beautiful lord Ganesha sitting on a leaf with a diya. This will add a speacial feel to your decoration or even puja.
This auspicious showpiece is made of metal to give you a royal antique look. This is an idol gift for your friend as well as relatives. Ever beautiful lord Ganesha sitting on a leaf with a diya. This will add a speacial feel to your decoration or even puja."
Toygully Super Box of Orange Hookah Flavor,"[""Home Decor & Festive Needs >> Table Decor & Handicrafts >> Table Decor >> Hookah & Hookah Flavours >> Hookah Flavors >> Toygully Hookah Flavors""]",Toygully,250,"Toygully Super Box of Orange Hookah Flavor (50 g)
                         Price: Rs. 250
				
			Orange is the flavour of choice for traditional hookah smokers and is one of the most popular shisha flavor.

This flavour is 100 % tobacco free.
Orange is the flavour of choice for traditional hookah smokers and is one of the most popular shisha flavor.

This flavour is 100 % tobacco free."
Home Delight 130 inch Pink Rice Lights,"[""Home Decor & Festive Needs >> Decorative Lighting & Lamps >> Series Lights >> Home Delight Series Lights""]",Home Delight,199,"Home Delight 130 inch Pink Rice Lights (Pack of 5)
                         Price: Rs. 199
				
			These are Pink Rice light. Colourful PVC copper wire Warmer, with traditional glow. Flame-tip shape Cuts electricity costs up to 80% than ordinary bulbs. Bulbs which are also virtually unbreakable and very durable. These light series can be hanged indoors or outdoor. IP44 High energy saving and safety Superior material with competitive price Promotion for festivals.
These are Pink Rice light. Colourful PVC copper wire Warmer, with traditional glow. Flame-tip shape Cuts electricity costs up to 80% than ordinary bulbs. Bulbs which are also virtually unbreakable and very durable. These light series can be hanged indoors or outdoor. IP44 High energy saving and safety Superior material with competitive price Promotion for festivals."
My Party Suppliers 240 inch Multicolor Rice Lights,"[""Home Decor & Festive Needs >> Decorative Lighting & Lamps >> Series Lights >> My Party Suppliers Series Lights""]",My Party Suppliers,415,"My Party Suppliers 240 inch Multicolor Rice Lights (Pack of 1)
                         Price: Rs. 415
				
			Diwali Lights
Diwali Lights"
"Digilight 400 inch Yellow, Blue, Pink Rice Lights","[""Home Decor & Festive Needs >> Decorative Lighting & Lamps >> Series Lights >> Digilight Series Lights""]",Digilight,269,"Digilight 400 inch Yellow, Blue, Pink Rice Lights (Pack of 3)
                         Price: Rs. 269
				
			This Diwali, adorn your home like never before with these gorgeous lighting solutions from the house of Digilight. Available in a varied array of colours and types to suit your taste, these are made from durable PVC material and beautify your abode. Order these online today and get ready for the compliments to flow in.
This Diwali, adorn your home like never before with these gorgeous lighting solutions from the house of Digilight. Available in a varied array of colours and types to suit your taste, these are made from durable PVC material and beautify your abode. Order these online today and get ready for the compliments to flow in."
Home India Radha Krishna Showpiece  -  13.97 cm,"[""Home Decor & Festive Needs >> Showpieces >> Home India Showpieces""]",Home India,599,Buy Home India Radha Krishna Showpiece  -  13.97 cm for Rs.599 online. Home India Radha Krishna Showpiece  -  13.97 cm at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.
Toygully Mint Assorted Hookah Flavor,"[""Home Decor & Festive Needs >> Table Decor & Handicrafts >> Table Decor >> Hookah & Hookah Flavours >> Hookah Flavors >> Toygully Hookah Flavors""]",Toygully,250,"Toygully Mint Assorted Hookah Flavor (50 g)
                         Price: Rs. 250
				
			Mint is the flavour of choice for traditional hookah smokers and is one of the most popular shisha flavour.

This is 100% Tobacco free.
Mint is the flavour of choice for traditional hookah smokers and is one of the most popular shisha flavour.

This is 100% Tobacco free."
"Digilight 200 inch Green, Red, White Rice Lights","[""Home Decor & Festive Needs >> Decorative Lighting & Lamps >> Series Lights >> Digilight Series Lights""]",Digilight,159,"Digilight 200 inch Green, Red, White Rice Lights (Pack of 3)
                         Price: Rs. 159
				
			This Diwali, adorn your home like never before with these gorgeous lighting solutions from the house of Digilight. Available in a varied array of colours and types to suit your taste, these are made from durable PVC material and beautify your abode. Order these online today and get ready for the compliments to flow in.
This Diwali, adorn your home like never before with these gorgeous lighting solutions from the house of Digilight. Available in a varied array of colours and types to suit your taste, these are made from durable PVC material and beautify your abode. Order these online today and get ready for the compliments to flow in."
"Digilight 400 inch Yellow, White, Purple Rice Lights","[""Home Decor & Festive Needs >> Decorative Lighting & Lamps >> Series Lights >> Digilight Series Lights""]",Digilight,269,"Buy Digilight 400 inch Yellow, White, Purple Rice Lights for Rs.269 online. Digilight 400 inch Yellow, White, Purple Rice Lights at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee."
ARK Creation Hindu Goddess Durga Sitting On Lion Showpiece  -  9 cm,"[""Home Decor & Festive Needs >> Table Decor & Handicrafts >> Showpieces >> Religious Idols >> ARK Creation Religious Idols""]",ARK Creation,1000,Buy ARK Creation Hindu Goddess Durga Sitting On Lion Showpiece  -  9 cm for Rs.1000 online. ARK Creation Hindu Goddess Durga Sitting On Lion Showpiece  -  9 cm at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.
Adaa Sitting Nandi with Round Base Showpiece  -  4 cm,"[""Home Decor & Festive Needs >> Showpieces >> Adaa Showpieces""]",Adaa,590,Buy Adaa Sitting Nandi with Round Base Showpiece  -  4 cm for Rs.590 online. Adaa Sitting Nandi with Round Base Showpiece  -  4 cm at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.
Metro 787.4 inch Multicolor Rice Lights,"[""Home Decor & Festive Needs >> Decorative Lighting & Lamps >> Series Lights >> Metro Series Lights""]",Metro,540,Buy Metro 787.4 inch Multicolor Rice Lights for Rs.540 online. Metro 787.4 inch Multicolor Rice Lights at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.
Itiha 3 inch White Rice Lights,"[""Home Decor & Festive Needs >> Decorative Lighting & Lamps >> Series Lights >> Itiha Series Lights""]",Itiha,179,"Itiha 3 inch White Rice Lights (Pack of 1)
                         Price: Rs. 179
				
			Beautifully Handcrafted LED Multicoloured dancing lights White Flower Diya (12 cms * 6 cms)
Beautifully Handcrafted LED Multicoloured dancing lights White Flower Diya (12 cms * 6 cms)"
Utsav Handicraft UHD004 Showpiece  -  8 cm,"[""Home Decor & Festive Needs >> Table Decor & Handicrafts >> Showpieces >> Religious Idols >> Utsav Handicraft Religious Idols""]",Utsav Handicraft,899,"Utsav Handicraft UHD004 Showpiece  -  8 cm (Silver Finish, Silver)
                         Price: Rs. 899
				
			Utsav Handicraft Musical Ganesha
Utsav Handicraft Musical Ganesha"
"Digilight 400 inch Green, Pink, Red Rice Lights","[""Home Decor & Festive Needs >> Decorative Lighting & Lamps >> Series Lights >> Digilight Series Lights""]",Digilight,269,"Digilight 400 inch Green, Pink, Red Rice Lights (Pack of 3)
                         Price: Rs. 269
				
			This Diwali, adorn your home like never before with these gorgeous lighting solutions from the house of Digilight. Available in a varied array of colours and types to suit your taste, these are made from durable PVC material and beautify your abode. Order these online today and get ready for the compliments to flow in.
This Diwali, adorn your home like never before with these gorgeous lighting solutions from the house of Digilight. Available in a varied array of colours and types to suit your taste, these are made from durable PVC material and beautify your abode. Order these online today and get ready for the compliments to flow in."
Megaway 196.85 inch White Rice Lights,"[""Home Decor & Festive Needs >> Decorative Lighting & Lamps >> Series Lights >> Megaway Series Lights""]",Megaway,2200,Buy Megaway 196.85 inch White Rice Lights for Rs.2200 online. Megaway 196.85 inch White Rice Lights at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.
Gift Studios Buddha Stone Showpiece  -  17.6 cm,"[""Home Decor & Festive Needs >> Table Decor & Handicrafts >> Showpieces >> Religious Idols >> Gift Studios Religious Idols""]",Gift Studios,699,Buy Gift Studios Buddha Stone Showpiece  -  17.6 cm for Rs.699 online. Gift Studios Buddha Stone Showpiece  -  17.6 cm at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.
Craft Store India Buddha head Showpiece  -  20 cm,"[""Home Decor & Festive Needs >> Showpieces >> Craft Store India Showpieces""]",Craft Store India,699,Buy Craft Store India Buddha head Showpiece  -  20 cm for Rs.699 online. Craft Store India Buddha head Showpiece  -  20 cm at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.
Kiya Trends 6 inch Pink Rice Lights,"[""Home Decor & Festive Needs >> Decorative Lighting & Lamps >> Series Lights >> Kiya Trends Series Lights""]",Kiya Trends,682,"Kiya Trends 6 inch Pink Rice Lights (Pack of 1)
                         Price: Rs. 682
				
			Suave and sophistication is all this outdoor floor lamp would come up with. Kiya Trends pinkcolor LED AC Outdoor Lamp offers appealing floor lamp for every beautiful homes. Ideal for gifting purpose too.
Suave and sophistication is all this outdoor floor lamp would come up with. Kiya Trends pinkcolor LED AC Outdoor Lamp offers appealing floor lamp for every beautiful homes. Ideal for gifting purpose too."
Digilight 400 inch Green Rice Lights,"[""Home Decor & Festive Needs >> Decorative Lighting & Lamps >> Series Lights >> Digilight Series Lights""]",Digilight,189,Buy Digilight 400 inch Green Rice Lights for Rs.189 online. Digilight 400 inch Green Rice Lights at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.
"Digilight 200 inch White, Green, Blue Rice Lights","[""Home Decor & Festive Needs >> Decorative Lighting & Lamps >> Series Lights >> Digilight Series Lights""]",Digilight,159,"Digilight 200 inch White, Green, Blue Rice Lights (Pack of 3)
                         Price: Rs. 159
				
			This Diwali, adorn your home like never before with these gorgeous lighting solutions from the house of Digilight. Available in a varied array of colours and types to suit your taste, these are made from durable PVC material and beautify your abode. Order these online today and get ready for the compliments to flow in.
This Diwali, adorn your home like never before with these gorgeous lighting solutions from the house of Digilight. Available in a varied array of colours and types to suit your taste, these are made from durable PVC material and beautify your abode. Order these online today and get ready for the compliments to flow in."
